pnum	cond	param	cat	value
13	1	catMu	4	74.0211512468755
13	1	catMu	5	215.405377973244
13	1	catMu	6	95.6988086655736
14	1	catMu	0	189.643417709693
14	1	catMu	1	310.965583676845
14	1	catMu	2	167.63469549492
14	1	catMu	3	22.4242585189641
14	1	catMu	4	289.555453437567
14	1	catMu	5	215.240143809468
14	1	catMu	6	95.1791283030063
14	1	catMu	7	120.036436444893
14	1	catMu	8	50.0126064486802
14	1	catMu	9	0.920277895778418
14	1	catMu	10	71.8092291153967
15	1	catMu	0	262.858017866313
15	1	catMu	1	69.6706505320966
15	1	catMu	2	217.406956252456
15	1	catMu	3	48.0531387079507
15	1	catMu	4	358.454252464324
16	1	catMu	0	97.5300493519753
16	1	catMu	1	46.7541561886668
16	1	catMu	2	311.14479360804
16	1	catMu	3	73.819475839287
16	1	catMu	4	242.232117497921
16	1	catMu	5	290.010152410716
16	1	catMu	6	335.627086044475
16	1	catMu	7	264.04903629832
17	1	catMu	0	72.2056750740856
17	1	catMu	1	240.8344629094
17	1	catMu	2	312.089067159221
18	1	catMu	0	287.027799723297
18	1	catMu	1	146.39070286788
18	1	catMu	2	94.6845487564802
18	1	catMu	3	311.519593806937
18	1	catMu	4	48.4558640040457
19	1	catMu	0	190.551072119549
19	1	catMu	1	95.1605246800929
19	1	catMu	2	117.611450789496
20	1	catMu	0	120.496558274701
20	1	catMu	1	357.727564289421
20	1	catMu	2	335.574011849239
20	1	catMu	3	190.021188864112
20	1	catMu	4	313.473732797429
20	1	catMu	5	213.814685547352
20	1	catMu	6	48.9765128474683
20	1	catMu	7	166.884828319028
20	1	catMu	8	71.150424035266
1	1	catSD	NA	7.66033526508593
2	1	catSD	NA	8.73323196481716
3	1	catSD	NA	6.86142841289459
4	1	catSD	NA	10.463735694089
5	1	catSD	NA	6.9301298173904
6	1	catSD	NA	7.32449434385415
7	1	catSD	NA	8.74074327087668
8	1	catSD	NA	2.23887283553166
9	1	catSD	NA	9.4241295203282
10	1	catSD	NA	8.92243699608198
11	1	catSD	NA	3.28677587251491
12	1	catSD	NA	7.35365058355114
13	1	catSD	NA	5.63145346348793
14	1	catSD	NA	8.06650053850013
15	1	catSD	NA	8.50303391423381
16	1	catSD	NA	3.02902687219921
17	1	catSD	NA	3.74498924142565
18	1	catSD	NA	6.95699822742903
19	1	catSD	NA	4.4556709136391
20	1	catSD	NA	9.74065754911629
1	1	catSelectivity	NA	6.95765389119085
2	1	catSelectivity	NA	6.66002551320345
3	1	catSelectivity	NA	7.4454471236417
4	1	catSelectivity	NA	7.84433589894802
5	1	catSelectivity	NA	8.12670317946605
6	1	catSelectivity	NA	12.8791343701837
7	1	catSelectivity	NA	8.82820402888054
8	1	catSelectivity	NA	12.0987839334312
9	1	catSelectivity	NA	11.7531088937072
10	1	catSelectivity	NA	13.5797076449034
11	1	catSelectivity	NA	12.6209153324815
12	1	catSelectivity	NA	9.93226069373651
13	1	catSelectivity	NA	11.0430473853446
14	1	catSelectivity	NA	6.54103465881878
15	1	catSelectivity	NA	17.4352392544788
16	1	catSelectivity	NA	11.6766508383507
17	1	catSelectivity	NA	6.82238487000638
18	1	catSelectivity	NA	10.3240309838146
19	1	catSelectivity	NA	10.8181245117259
20	1	catSelectivity	NA	14.2986760745686
1	1	contSD	NA	8.12565393884345
2	1	contSD	NA	5.99278205440636
3	1	contSD	NA	5.42422096909046
4	1	contSD	NA	11.01561889214
5	1	contSD	NA	16.5535843879972
6	1	contSD	NA	17.6149818416018
7	1	contSD	NA	13.1568871771502
8	1	contSD	NA	8.44282716054902
9	1	contSD	NA	8.2249481637492
10	1	contSD	NA	13.3249756287913
11	1	contSD	NA	8.11693245945159
12	1	contSD	NA	16.2679656336982
13	1	contSD	NA	4.35507955044071
14	1	contSD	NA	11.3457927384262
15	1	contSD	NA	14.9446936577688
16	1	contSD	NA	12.1987862854481
17	1	contSD	NA	9.67501021716486
18	1	contSD	NA	11.8583627686367
19	1	contSD	NA	17.9368611375979
20	1	contSD	NA	4.08370841796055
1	2	contSD	NA	13.1256539388435
2	2	contSD	NA	10.9927820544064
3	2	contSD	NA	10.4242209690905
4	2	contSD	NA	16.01561889214
5	2	contSD	NA	21.5535843879972
6	2	contSD	NA	22.6149818416018
7	2	contSD	NA	18.1568871771502
8	2	contSD	NA	13.442827160549
9	2	contSD	NA	13.2249481637492
10	2	contSD	NA	18.3249756287913
11	2	contSD	NA	13.1169324594516
12	2	contSD	NA	21.2679656336982
13	2	contSD	NA	9.35507955044071
14	2	contSD	NA	16.3457927384262
15	2	contSD	NA	19.9446936577688
16	2	contSD	NA	17.1987862854481
17	2	contSD	NA	14.6750102171649
18	2	contSD	NA	16.8583627686367
19	2	contSD	NA	22.9368611375979
20	2	contSD	NA	9.08370841796055
1	3	contSD	NA	18.1256539388435
2	3	contSD	NA	15.9927820544064
3	3	contSD	NA	15.4242209690905
4	3	contSD	NA	21.01561889214
5	3	contSD	NA	26.5535843879972
6	3	contSD	NA	27.6149818416018
7	3	contSD	NA	23.1568871771502
8	3	contSD	NA	18.442827160549
9	3	contSD	NA	18.2249481637492
10	3	contSD	NA	23.3249756287913
11	3	contSD	NA	18.1169324594516
12	3	contSD	NA	26.2679656336982
13	3	contSD	NA	14.3550795504407
14	3	contSD	NA	21.3457927384262
15	3	contSD	NA	24.9446936577688
16	3	contSD	NA	22.1987862854481
17	3	contSD	NA	19.6750102171649
18	3	contSD	NA	21.8583627686367
19	3	contSD	NA	27.9368611375979
20	3	contSD	NA	14.0837084179605
1	4	contSD	NA	28.1256539388435
2	4	contSD	NA	25.9927820544064
3	4	contSD	NA	25.4242209690905
4	4	contSD	NA	31.01561889214
5	4	contSD	NA	36.5535843879972
6	4	contSD	NA	37.6149818416018
7	4	contSD	NA	33.1568871771502
8	4	contSD	NA	28.442827160549
9	4	contSD	NA	28.2249481637492
10	4	contSD	NA	33.3249756287913
11	4	contSD	NA	28.1169324594516
12	4	contSD	NA	36.2679656336982
13	4	contSD	NA	24.3550795504407
14	4	contSD	NA	31.3457927384262
15	4	contSD	NA	34.9446936577688
16	4	contSD	NA	32.1987862854481
17	4	contSD	NA	29.6750102171649
18	4	contSD	NA	31.8583627686367
19	4	contSD	NA	37.9368611375979
20	4	contSD	NA	24.0837084179605
1	5	contSD	NA	23.1256539388435
2	5	contSD	NA	20.9927820544064
3	5	contSD	NA	20.4242209690905
4	5	contSD	NA	26.01561889214
5	5	contSD	NA	31.5535843879972
6	5	contSD	NA	32.6149818416018
7	5	contSD	NA	28.1568871771502
8	5	contSD	NA	23.442827160549
9	5	contSD	NA	23.2249481637492
10	5	contSD	NA	28.3249756287913
11	5	contSD	NA	23.1169324594516
12	5	contSD	NA	31.2679656336982
13	5	contSD	NA	19.3550795504407
14	5	contSD	NA	26.3457927384262
15	5	contSD	NA	29.9446936577688
16	5	contSD	NA	27.1987862854481
17	5	contSD	NA	24.6750102171649
18	5	contSD	NA	26.8583627686367
19	5	contSD	NA	32.9368611375979
20	5	contSD	NA	19.0837084179605
1	6	contSD	NA	18.1256539388435
2	6	contSD	NA	15.9927820544064
3	6	contSD	NA	15.4242209690905
4	6	contSD	NA	21.01561889214
5	6	contSD	NA	26.5535843879972
6	6	contSD	NA	27.6149818416018
7	6	contSD	NA	23.1568871771502
8	6	contSD	NA	18.442827160549
9	6	contSD	NA	18.2249481637492
10	6	contSD	NA	23.3249756287913
11	6	contSD	NA	18.1169324594516
12	6	contSD	NA	26.2679656336982
13	6	contSD	NA	14.3550795504407
14	6	contSD	NA	21.3457927384262
15	6	contSD	NA	24.9446936577688
16	6	contSD	NA	22.1987862854481
17	6	contSD	NA	19.6750102171649
18	6	contSD	NA	21.8583627686367
19	6	contSD	NA	27.9368611375979
20	6	contSD	NA	14.0837084179605
1	1	nCat	NA	3
2	1	nCat	NA	10
3	1	nCat	NA	10
4	1	nCat	NA	5
5	1	nCat	NA	8
6	1	nCat	NA	7
7	1	nCat	NA	6
8	1	nCat	NA	10
9	1	nCat	NA	5
10	1	nCat	NA	6
11	1	nCat	NA	3
12	1	nCat	NA	6
13	1	nCat	NA	7
14	1	nCat	NA	11
15	1	nCat	NA	5
16	1	nCat	NA	8
17	1	nCat	NA	3
18	1	nCat	NA	5
19	1	nCat	NA	3
20	1	nCat	NA	9
1	1	pCatGuess	NA	0.335142015865993
2	1	pCatGuess	NA	0.528011628138609
3	1	pCatGuess	NA	0.735912172246912
4	1	pCatGuess	NA	0.44660824953749
5	1	pCatGuess	NA	0.441032441543349
6	1	pCatGuess	NA	0.514165315512617
7	1	pCatGuess	NA	0.542964375390313
8	1	pCatGuess	NA	0.34362091898339
9	1	pCatGuess	NA	0.160834503430595
10	1	pCatGuess	NA	0.35012885823234
11	1	pCatGuess	NA	0.706837439560324
12	1	pCatGuess	NA	0.72915846466984
13	1	pCatGuess	NA	0.897994840513418
14	1	pCatGuess	NA	0.627901599017312
15	1	pCatGuess	NA	0.533356961563295
16	1	pCatGuess	NA	0.416160286181555
17	1	pCatGuess	NA	0.534618987613261
18	1	pCatGuess	NA	0.571404860380242
19	1	pCatGuess	NA	0.263970447454834
20	1	pCatGuess	NA	0.680514853232333
1	1	pContBetween	NA	0.477935603466743
2	1	pContBetween	NA	0.866337141577356
3	1	pContBetween	NA	0.833935359542624
4	1	pContBetween	NA	0.688169792734152
5	1	pContBetween	NA	0.252106282290706
6	1	pContBetween	NA	0.346325996974663
7	1	pContBetween	NA	0.221459580744249
8	1	pContBetween	NA	0.418402410181166
9	1	pContBetween	NA	0.681540216931525
10	1	pContBetween	NA	0.897159341318511
11	1	pContBetween	NA	0.951697577202265
12	1	pContBetween	NA	0.79483769069306
13	1	pContBetween	NA	0.444941431729663
14	1	pContBetween	NA	0.203156558917366
15	1	pContBetween	NA	0.551148573673936
16	1	pContBetween	NA	0.582679144178417
17	1	pContBetween	NA	0.537463205882275
18	1	pContBetween	NA	0.524832471570537
19	1	pContBetween	NA	0.953741030300282
20	1	pContBetween	NA	0.352976747306874
1	2	pContBetween	NA	0.477935603466743
2	2	pContBetween	NA	0.866337141577356
3	2	pContBetween	NA	0.833935359542624
4	2	pContBetween	NA	0.688169792734152
5	2	pContBetween	NA	0.252106282290706
6	2	pContBetween	NA	0.346325996974663
7	2	pContBetween	NA	0.221459580744249
8	2	pContBetween	NA	0.418402410181166
9	2	pContBetween	NA	0.681540216931525
10	2	pContBetween	NA	0.897159341318511
11	2	pContBetween	NA	0.951697577202265
12	2	pContBetween	NA	0.79483769069306
13	2	pContBetween	NA	0.444941431729663
14	2	pContBetween	NA	0.203156558917366
15	2	pContBetween	NA	0.551148573673936
16	2	pContBetween	NA	0.582679144178417
17	2	pContBetween	NA	0.537463205882275
18	2	pContBetween	NA	0.524832471570537
19	2	pContBetween	NA	0.953741030300282
20	2	pContBetween	NA	0.352976747306874
1	3	pContBetween	NA	0.477935603466743
2	3	pContBetween	NA	0.866337141577356
3	3	pContBetween	NA	0.833935359542624
4	3	pContBetween	NA	0.688169792734152
5	3	pContBetween	NA	0.252106282290706
6	3	pContBetween	NA	0.346325996974663
7	3	pContBetween	NA	0.221459580744249
8	3	pContBetween	NA	0.418402410181166
9	3	pContBetween	NA	0.681540216931525
10	3	pContBetween	NA	0.897159341318511
11	3	pContBetween	NA	0.951697577202265
12	3	pContBetween	NA	0.79483769069306
13	3	pContBetween	NA	0.444941431729663
14	3	pContBetween	NA	0.203156558917366
15	3	pContBetween	NA	0.551148573673936
16	3	pContBetween	NA	0.582679144178417
17	3	pContBetween	NA	0.537463205882275
18	3	pContBetween	NA	0.524832471570537
19	3	pContBetween	NA	0.953741030300282
20	3	pContBetween	NA	0.352976747306874
1	4	pContBetween	NA	0.527892277383243
2	4	pContBetween	NA	0.8878487996807
3	4	pContBetween	NA	0.85981795411414
4	4	pContBetween	NA	0.729399250844028
5	4	pContBetween	NA	0.291644575607413
6	4	pContBetween	NA	0.392878569271437
7	4	pContBetween	NA	0.257848572884864
8	4	pContBetween	NA	0.467711219622509
9	4	pContBetween	NA	0.723293771182756
10	4	pContBetween	NA	0.914201752110309
11	4	pContBetween	NA	0.960104001868836
12	4	pContBetween	NA	0.825539176746421
13	4	pContBetween	NA	0.494717452266339
14	4	pContBetween	NA	0.237455375734084
15	4	pContBetween	NA	0.59996336931062
16	4	pContBetween	NA	0.630364611583902
17	4	pContBetween	NA	0.586650120440318
18	4	pContBetween	NA	0.574298689974894
19	4	pContBetween	NA	0.961806090418748
20	4	pContBetween	NA	0.399876420314523
1	5	pContBetween	NA	0.577296511140882
2	5	pContBetween	NA	0.906272932930773
3	5	pContBetween	NA	0.882236187821299
4	5	pContBetween	NA	0.767022949146548
5	5	pContBetween	NA	0.334609451142755
6	5	pContBetween	NA	0.441462608510286
7	5	pContBetween	NA	0.297928690269726
8	5	pContBetween	NA	0.517658875034529
9	5	pContBetween	NA	0.761488776299683
10	5	pContBetween	NA	0.928644574661613
11	5	pContBetween	NA	0.967097974671316
12	5	pContBetween	NA	0.852498928559175
13	5	pContBetween	NA	0.544598411790199
14	5	pContBetween	NA	0.275542480238672
15	5	pContBetween	NA	0.646870775905585
16	5	pContBetween	NA	0.675634507562861
17	5	pContBetween	NA	0.634166724680968
18	5	pContBetween	NA	0.622321063064377
19	5	pContBetween	NA	0.968511464510079
20	5	pContBetween	NA	0.448686286588709
1	6	pContBetween	NA	0.625201408097889
2	6	pContBetween	NA	0.921936481506526
3	6	pContBetween	NA	0.901480044052322
4	6	pContBetween	NA	0.800843845726935
5	6	pContBetween	NA	0.380503865394731
6	6	pContBetween	NA	0.491193850306598
7	6	pContBetween	NA	0.341373186127492
8	6	pContBetween	NA	0.567256127461
9	6	pContBetween	NA	0.795899282736457
10	6	pContBetween	NA	0.940813569372631
11	6	pContBetween	NA	0.972900475061099
12	6	pContBetween	NA	0.875918725007402
13	6	pContBetween	NA	0.593600296056013
14	6	pContBetween	NA	0.317197441050231
15	6	pContBetween	NA	0.691109724262527
16	6	pContBetween	NA	0.717841802733759
17	6	pContBetween	NA	0.679207938858053
18	6	pContBetween	NA	0.668057320395398
19	6	pContBetween	NA	0.974071369514299
20	6	pContBetween	NA	0.498504991957535
1	1	pMem	NA	0.743226625965274
2	1	pMem	NA	0.7185239421258
3	1	pMem	NA	0.75060604036014
4	1	pMem	NA	0.800181884556218
5	1	pMem	NA	0.881978493335489
6	1	pMem	NA	0.899675785796938
7	1	pMem	NA	0.875178221903525
8	1	pMem	NA	0.787445277703718
9	1	pMem	NA	0.856461988778764
10	1	pMem	NA	0.813350855698443
11	1	pMem	NA	0.789403679055832
12	1	pMem	NA	0.860592961757124
13	1	pMem	NA	0.801325097487995
14	1	pMem	NA	0.772121130120447
15	1	pMem	NA	0.786432547033658
16	1	pMem	NA	0.886314534334369
17	1	pMem	NA	0.797018998380929
18	1	pMem	NA	0.725754690283477
19	1	pMem	NA	0.712640533107828
20	1	pMem	NA	0.77226939683689
1	2	pMem	NA	0.637101806921174
2	2	pMem	NA	0.607580113571262
3	2	pMem	NA	0.646078784537106
4	2	pMem	NA	0.708359845768628
5	2	pMem	NA	0.819253905927879
6	2	pMem	NA	0.844700599793208
7	2	pMem	NA	0.809619641810678
8	2	pMem	NA	0.69202306831898
9	2	pMem	NA	0.783505010088991
10	2	pMem	NA	0.725504409364945
11	2	pMem	NA	0.694519585050945
12	2	pMem	NA	0.789218914558216
13	2	pMem	NA	0.709837898835626
14	2	pMem	NA	0.672679070546922
15	2	pMem	NA	0.690734252357248
16	2	pMem	NA	0.825438310560671
17	2	pMem	NA	0.704280663468526
18	2	pMem	NA	0.616138287916389
19	2	pMem	NA	0.600666556982972
20	2	pMem	NA	0.672864625375372
1	3	pMem	NA	0.392410055080125
2	3	pMem	NA	0.362888659594615
3	3	pMem	NA	0.401756211260795
4	3	pMem	NA	0.471887561555857
5	3	pMem	NA	0.625111363752637
6	3	pMem	NA	0.666773368403003
7	3	pMem	NA	0.610054331440501
8	3	pMem	NA	0.4525418953665
9	3	pMem	NA	0.571068038386153
10	3	pMem	NA	0.492983448748647
11	3	pMem	NA	0.455452112588847
12	3	pMem	NA	0.579378757734524
13	3	pMem	NA	0.473673592976311
14	3	pMem	NA	0.43053400187
15	3	pMem	NA	0.451045889335234
16	3	pMem	NA	0.634978835241946
17	3	pMem	NA	0.466989619377819
18	3	pMem	NA	0.371260994324929
19	3	pMem	NA	0.356231864920556
20	3	pMem	NA	0.430740660932935
1	4	pMem	NA	0.743226625965274
2	4	pMem	NA	0.7185239421258
3	4	pMem	NA	0.75060604036014
4	4	pMem	NA	0.800181884556218
5	4	pMem	NA	0.881978493335489
6	4	pMem	NA	0.899675785796938
7	4	pMem	NA	0.875178221903525
8	4	pMem	NA	0.787445277703718
9	4	pMem	NA	0.856461988778764
10	4	pMem	NA	0.813350855698443
11	4	pMem	NA	0.789403679055832
12	4	pMem	NA	0.860592961757124
13	4	pMem	NA	0.801325097487995
14	4	pMem	NA	0.772121130120447
15	4	pMem	NA	0.786432547033658
16	4	pMem	NA	0.886314534334369
17	4	pMem	NA	0.797018998380929
18	4	pMem	NA	0.725754690283477
19	4	pMem	NA	0.712640533107828
20	4	pMem	NA	0.77226939683689
1	5	pMem	NA	0.637101806921174
2	5	pMem	NA	0.607580113571262
3	5	pMem	NA	0.646078784537106
4	5	pMem	NA	0.708359845768628
5	5	pMem	NA	0.819253905927879
6	5	pMem	NA	0.844700599793208
7	5	pMem	NA	0.809619641810678
8	5	pMem	NA	0.69202306831898
9	5	pMem	NA	0.783505010088991
10	5	pMem	NA	0.725504409364945
11	5	pMem	NA	0.694519585050945
12	5	pMem	NA	0.789218914558216
13	5	pMem	NA	0.709837898835626
14	5	pMem	NA	0.672679070546922
15	5	pMem	NA	0.690734252357248
16	5	pMem	NA	0.825438310560671
17	5	pMem	NA	0.704280663468526
18	5	pMem	NA	0.616138287916389
19	5	pMem	NA	0.600666556982972
20	5	pMem	NA	0.672864625375372
1	6	pMem	NA	0.392410055080125
2	6	pMem	NA	0.362888659594615
3	6	pMem	NA	0.401756211260795
4	6	pMem	NA	0.471887561555857
5	6	pMem	NA	0.625111363752637
6	6	pMem	NA	0.666773368403003
7	6	pMem	NA	0.610054331440501
8	6	pMem	NA	0.4525418953665
9	6	pMem	NA	0.571068038386153
10	6	pMem	NA	0.492983448748647
11	6	pMem	NA	0.455452112588847
12	6	pMem	NA	0.579378757734524
13	6	pMem	NA	0.473673592976311
14	6	pMem	NA	0.43053400187
15	6	pMem	NA	0.451045889335234
16	6	pMem	NA	0.634978835241946
17	6	pMem	NA	0.466989619377819
18	6	pMem	NA	0.371260994324929
19	6	pMem	NA	0.356231864920556
20	6	pMem	NA	0.430740660932935
