pnum	cond	param	cat	value
4	1	pMem	NA	0.800181884556218
5	1	pMem	NA	0.881978493335489
6	1	pMem	NA	0.899675785796938
7	1	pMem	NA	0.875178221903525
8	1	pMem	NA	0.787445277703718
9	1	pMem	NA	0.856461988778764
10	1	pMem	NA	0.813350855698443
11	1	pMem	NA	0.789403679055832
12	1	pMem	NA	0.860592961757124
13	1	pMem	NA	0.801325097487995
14	1	pMem	NA	0.772121130120447
15	1	pMem	NA	0.786432547033657
16	1	pMem	NA	0.886314534334369
17	1	pMem	NA	0.797018998380929
18	1	pMem	NA	0.725754690283477
19	1	pMem	NA	0.712640533107828
20	1	pMem	NA	0.77226939683689
1	2	pMem	NA	0.637101806921174
2	2	pMem	NA	0.607580113571262
3	2	pMem	NA	0.646078784537106
4	2	pMem	NA	0.708359845768628
5	2	pMem	NA	0.819253905927879
6	2	pMem	NA	0.844700599793209
7	2	pMem	NA	0.809619641810678
8	2	pMem	NA	0.69202306831898
9	2	pMem	NA	0.783505010088991
10	2	pMem	NA	0.725504409364945
11	2	pMem	NA	0.694519585050945
12	2	pMem	NA	0.789218914558216
13	2	pMem	NA	0.709837898835626
14	2	pMem	NA	0.672679070546922
15	2	pMem	NA	0.690734252357248
16	2	pMem	NA	0.825438310560671
17	2	pMem	NA	0.704280663468526
18	2	pMem	NA	0.616138287916389
19	2	pMem	NA	0.600666556982972
20	2	pMem	NA	0.672864625375372
1	3	pMem	NA	0.515696622968614
2	3	pMem	NA	0.484293078578939
3	3	pMem	NA	0.525439793731515
4	3	pMem	NA	0.595664239234386
5	3	pMem	NA	0.733274641501847
6	3	pMem	NA	0.767389189868359
7	3	pMem	NA	0.720620304572117
8	3	pMem	NA	0.576786257579613
9	3	pMem	NA	0.687016976168361
10	3	pMem	NA	0.615840921571465
11	3	pMem	NA	0.579649492734885
12	3	pMem	NA	0.694283813894962
13	3	pMem	NA	0.597388816936393
14	3	pMem	NA	0.55486005840157
15	3	pMem	NA	0.575311148022312
16	3	pMem	NA	0.741472562842874
17	3	pMem	NA	0.590919086434933
18	3	pMem	NA	0.49329766867049
19	3	pMem	NA	0.477076881369346
20	3	pMem	NA	0.555068226281778
